"Week","Date","Fuel","Variable","Value","Unit","Status"
"2004w27",2004-07-02,"Regular Petrol","Importer margin",12.2,"NZD c/L","Final"
"2004w27",2004-07-02,"Regular Petrol","Importer margin trend",13.4789738045312,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","Importer cost",50.31414286,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","Price excluding tax",62.835,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","GST",13.1,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","Board price",117.9,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","Adjusted retail price",117.9,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","Importer margin",12.52085714,"NZD c/L","Final"
"2004w27",2004-07-02,"Premium Petrol 95R","Importer margin trend",13.6179399793012,"NZD c/L","Final"
"2004w28",2004-07-09,"NA","Dubai crude price",34,"USD/bbl","Final"
"2004w28",2004-07-09,"NA","Dubai crude price",53,"NZD/bbl","Final"
"2004w28",2004-07-09,"NA","Exchange rate",0.652,"USD/NZD","Final"
"2004w28",2004-07-09,"Diesel","Importer cost",45.8,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","Price excluding tax",61.1,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","ETS",0,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","GST",7.7,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","Taxes",0.3,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","Board price",69.2,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","Adjusted retail price",69.2,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","Importer margin",17.9,"NZD c/L","Final"
"2004w28",2004-07-09,"Diesel","Importer margin trend",18.1616521978695,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","Importer cost",48.3,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","Price excluding tax",58.4,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","GST",12.5,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","Taxes",42,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","Board price",112.9,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","Adjusted retail price",112.9,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","Importer margin",13.8,"NZD c/L","Final"
"2004w28",2004-07-09,"Regular Petrol","Importer margin trend",13.4598227131773,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","Importer cost",53.16785714,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","Price excluding tax",62.835,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","GST",13.1,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","Board price",117.9,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","Adjusted retail price",117.9,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","Importer margin",9.66714286,"NZD c/L","Final"
"2004w28",2004-07-09,"Premium Petrol 95R","Importer margin trend",13.6092065404214,"NZD c/L","Final"
"2004w29",2004-07-16,"NA","Dubai crude price",34,"USD/bbl","Final"
"2004w29",2004-07-16,"NA","Dubai crude price",53,"NZD/bbl","Final"
"2004w29",2004-07-16,"NA","Exchange rate",0.656,"USD/NZD","Final"
"2004w29",2004-07-16,"Diesel","Importer cost",47.7,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","Price excluding tax",62.7,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","ETS",0,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","GST",7.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","Board price",70.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","Adjusted retail price",70.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","Importer margin",16.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Diesel","Importer margin trend",18.1697086139632,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","Importer cost",48.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","Price excluding tax",59.3,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","GST",12.7,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","Taxes",41.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","Board price",113.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","Adjusted retail price",113.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","Importer margin",12,"NZD c/L","Final"
"2004w29",2004-07-16,"Regular Petrol","Importer margin trend",13.4406716218234,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","Importer cost",53.51257143,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","Price excluding tax",63.72388889,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","GST",13.21111111,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","Board price",118.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","Adjusted retail price",118.9,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","Importer margin",10.21131746,"NZD c/L","Final"
"2004w29",2004-07-16,"Premium Petrol 95R","Importer margin trend",13.6004731015416,"NZD c/L","Final"
"2004w30",2004-07-23,"NA","Dubai crude price",35,"USD/bbl","Final"
"2004w30",2004-07-23,"NA","Dubai crude price",53,"NZD/bbl","Final"
"2004w30",2004-07-23,"NA","Exchange rate",0.65,"USD/NZD","Final"
"2004w30",2004-07-23,"Diesel","Importer cost",51,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","Price excluding tax",63.4,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","ETS",0,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","GST",8,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","Taxes",0.300000000000001,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","Board price",71.8,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","Adjusted retail price",71.8,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","Importer margin",17.6,"NZD c/L","Final"
"2004w30",2004-07-23,"Diesel","Importer margin trend",18.1777650300569,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","Importer cost",51.3,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","Price excluding tax",60.9,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","GST",12.9,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","Taxes",41.9,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","Board price",115.8,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","Adjusted retail price",115.8,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","Importer margin",12.7,"NZD c/L","Final"
"2004w30",2004-07-23,"Regular Petrol","Importer margin trend",13.4215205304695,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","Importer cost",53.94128571,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","Price excluding tax",68.16833333,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","GST",13.76666667,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","Board price",123.9,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","Adjusted retail price",123.9,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","Importer margin",14.22704762,"NZD c/L","Final"
"2004w30",2004-07-23,"Premium Petrol 95R","Importer margin trend",13.5917396626618,"NZD c/L","Final"
"2004w31",2004-07-30,"NA","Dubai crude price",35,"USD/bbl","Final"
"2004w31",2004-07-30,"NA","Dubai crude price",56,"NZD/bbl","Final"
"2004w31",2004-07-30,"NA","Exchange rate",0.632,"USD/NZD","Final"
"2004w31",2004-07-30,"Diesel","Importer cost",51.5,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","Price excluding tax",66,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","ETS",0,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","GST",8.3,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","Board price",74.6,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","Adjusted retail price",74.6,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","Importer margin",18.2,"NZD c/L","Final"
"2004w31",2004-07-30,"Diesel","Importer margin trend",18.1858214461506,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","Importer cost",53.1,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","Price excluding tax",63,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","GST",13.1,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","Taxes",42,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","Board price",118,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","Adjusted retail price",118,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","Importer margin",14,"NZD c/L","Final"
"2004w31",2004-07-30,"Regular Petrol","Importer margin trend",13.4023694391156,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","Importer cost",56.83071429,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","Price excluding tax",68.16833333,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","GST",13.76666667,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","Board price",123.9,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","Adjusted retail price",123.9,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","Importer margin",11.33761904,"NZD c/L","Final"
"2004w31",2004-07-30,"Premium Petrol 95R","Importer margin trend",13.583006223782,"NZD c/L","Final"
"2004w32",2004-08-06,"NA","Dubai crude price",37,"USD/bbl","Final"
"2004w32",2004-08-06,"NA","Dubai crude price",58,"NZD/bbl","Final"
"2004w32",2004-08-06,"NA","Exchange rate",0.642,"USD/NZD","Final"
"2004w32",2004-08-06,"Diesel","Importer cost",51,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","Price excluding tax",68.6,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","ETS",0,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","GST",8.6,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","Taxes",0.4,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","Board price",77.6,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","Adjusted retail price",77.6,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","Importer margin",17.6,"NZD c/L","Final"
"2004w32",2004-08-06,"Diesel","Importer margin trend",18.1938778622443,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","Importer cost",53.2,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","Price excluding tax",65.2,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","GST",13.4,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","Taxes",42,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","Board price",120.6,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","Adjusted retail price",120.6,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","Importer margin",14,"NZD c/L","Final"
"2004w32",2004-08-06,"Regular Petrol","Importer margin trend",13.3832183477617,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","Importer cost",57.895,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","Price excluding tax",70.835,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","GST",14.1,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","Board price",126.9,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","Adjusted retail price",126.9,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","Importer margin",12.94,"NZD c/L","Final"
"2004w32",2004-08-06,"Premium Petrol 95R","Importer margin trend",13.5742727849022,"NZD c/L","Final"
"2004w33",2004-08-13,"NA","Dubai crude price",38,"USD/bbl","Final"
"2004w33",2004-08-13,"NA","Dubai crude price",58,"NZD/bbl","Final"
"2004w33",2004-08-13,"NA","Exchange rate",0.654,"USD/NZD","Final"
"2004w33",2004-08-13,"Diesel","Importer cost",52,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","Price excluding tax",69.8,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","ETS",0,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","GST",8.8,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","Board price",78.9,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","Adjusted retail price",78.9,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","Importer margin",18.3,"NZD c/L","Final"
"2004w33",2004-08-13,"Diesel","Importer margin trend",18.201934278338,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","Importer cost",53.9,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","Price excluding tax",66.4,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","GST",13.5,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","Taxes",42,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","Board price",121.9,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","Adjusted retail price",121.9,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","Importer margin",13.3,"NZD c/L","Final"
"2004w33",2004-08-13,"Regular Petrol","Importer margin trend",13.3640672564078,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","Importer cost",56.59314286,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","Price excluding tax",70.835,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","GST",14.1,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","Board price",126.9,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","Adjusted retail price",126.9,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","Importer margin",14.24185714,"NZD c/L","Final"
"2004w33",2004-08-13,"Premium Petrol 95R","Importer margin trend",13.5655393460224,"NZD c/L","Final"
"2004w34",2004-08-20,"NA","Dubai crude price",40,"USD/bbl","Final"
"2004w34",2004-08-20,"NA","Dubai crude price",60,"NZD/bbl","Final"
"2004w34",2004-08-20,"NA","Exchange rate",0.666,"USD/NZD","Final"
"2004w34",2004-08-20,"Diesel","Importer cost",52,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","Price excluding tax",69.8,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","ETS",0,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","GST",8.8,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","Board price",78.9,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","Adjusted retail price",78.9,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","Importer margin",18.8,"NZD c/L","Final"
"2004w34",2004-08-20,"Diesel","Importer margin trend",18.2048929983775,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","Importer cost",52.8,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","Price excluding tax",66.4,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","GST",13.5,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","Taxes",42,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","Board price",121.9,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","Adjusted retail price",121.9,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","Importer margin",13.2,"NZD c/L","Final"
"2004w34",2004-08-20,"Regular Petrol","Importer margin trend",13.3391340212584,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","Importer cost",57.53228571,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","Price excluding tax",70.835,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","GST",14.1,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","Board price",126.9,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","Adjusted retail price",126.9,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","Importer margin",13.30271429,"NZD c/L","Final"
"2004w34",2004-08-20,"Premium Petrol 95R","Importer margin trend",13.5471749356042,"NZD c/L","Final"
"2004w35",2004-08-27,"NA","Dubai crude price",40,"USD/bbl","Final"
"2004w35",2004-08-27,"NA","Dubai crude price",60,"NZD/bbl","Final"
"2004w35",2004-08-27,"NA","Exchange rate",0.656,"USD/NZD","Final"
"2004w35",2004-08-27,"Diesel","Importer cost",50.9,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","Price excluding tax",69.8,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","ETS",0,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","GST",8.8,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","Board price",78.9,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","Adjusted retail price",78.9,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","Importer margin",17.7,"NZD c/L","Final"
"2004w35",2004-08-27,"Diesel","Importer margin trend",18.207851718417,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","Importer cost",50.1,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","Price excluding tax",66.4,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","GST",13.5,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","Taxes",42,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","Board price",121.9,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","Adjusted retail price",121.9,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","Importer margin",12.5,"NZD c/L","Final"
"2004w35",2004-08-27,"Regular Petrol","Importer margin trend",13.314200786109,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","Importer cost",56.67428571,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","Price excluding tax",70.835,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","GST",14.1,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","Taxes",41.965,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","Board price",126.9,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","Adjusted retail price",126.9,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","Importer margin",14.16071429,"NZD c/L","Final"
"2004w35",2004-08-27,"Premium Petrol 95R","Importer margin trend",13.5288105251859,"NZD c/L","Final"
"2004w36",2004-09-03,"NA","Dubai crude price",36,"USD/bbl","Final"
"2004w36",2004-09-03,"NA","Dubai crude price",56,"NZD/bbl","Final"
"2004w36",2004-09-03,"NA","Exchange rate",0.652,"USD/NZD","Final"
"2004w36",2004-09-03,"Diesel","Importer cost",52.9,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","Price excluding tax",69.9,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","ETS",0,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","GST",8.8,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","Board price",79,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","Adjusted retail price",79,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","Importer margin",17.9,"NZD c/L","Final"
"2004w36",2004-09-03,"Diesel","Importer margin trend",18.2108104384565,"NZD c/L","Final"
"2004w36",2004-09-03,"Regular Petrol","Importer cost",49.3,"NZD c/L","Final"
"2004w36",2004-09-03,"Regular Petrol","Price excluding tax",66.3,"NZD c/L","Final"
"2004w36",2004-09-03,"Regular Petrol","ETS",0,"NZD c/L","Final"
