"Week","Date","Fuel","Variable","Value","Unit","Status"
"2011w07",2011-02-18,"Regular Petrol","Board price",201.614285714286,"NZD c/L","Final"
"2011w07",2011-02-18,"Regular Petrol","Adjusted retail price",199.314285714286,"NZD c/L","Final"
"2011w07",2011-02-18,"Regular Petrol","Importer margin",14.7611644625056,"NZD c/L","Final"
"2011w07",2011-02-18,"Regular Petrol","Importer margin trend",15.9331504321151,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","Importer cost",98.509792054799,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","Price excluding tax",118.545984942594,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","GST",27.023997741389,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","Board price",208.614285714286,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","Adjusted retail price",207.183982683983,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","Importer margin",20.0361928877946,"NZD c/L","Final"
"2011w07",2011-02-18,"Premium Petrol 95R","Importer margin trend",21.4082560098359,"NZD c/L","Final"
"2011w08",2011-02-25,"NA","Dubai crude price",106,"USD/bbl","Final"
"2011w08",2011-02-25,"NA","Dubai crude price",141,"NZD/bbl","Final"
"2011w08",2011-02-25,"NA","Exchange rate",0.753,"USD/NZD","Final"
"2011w08",2011-02-25,"Diesel","Importer cost",109.064617019218,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","Price excluding tax",118.831161835749,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","GST",18.3014492753623,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","Board price",142.9,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","Adjusted retail price",140.311111111111,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","Importer margin",9.76654481653094,"NZD c/L","Final"
"2011w08",2011-02-25,"Diesel","Importer margin trend",18.5513998562205,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","Importer cost",103.309136792448,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","Price excluding tax",112.880282608696,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","GST",26.1652173913043,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","Board price",202.9,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","Adjusted retail price",200.6,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","Importer margin",9.57114581624786,"NZD c/L","Final"
"2011w08",2011-02-25,"Regular Petrol","Importer margin trend",15.9495546871753,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","Importer cost",104.822950894271,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","Price excluding tax",119.663997364954,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","GST",27.1916996047431,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","Board price",209.9,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","Adjusted retail price",208.469696969697,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","Importer margin",14.8410464706828,"NZD c/L","Final"
"2011w08",2011-02-25,"Premium Petrol 95R","Importer margin trend",21.437689736237,"NZD c/L","Final"
"2011w09",2011-03-04,"NA","Dubai crude price",109,"USD/bbl","Final"
"2011w09",2011-03-04,"NA","Dubai crude price",146,"NZD/bbl","Final"
"2011w09",2011-03-04,"NA","Exchange rate",0.747,"USD/NZD","Final"
"2011w09",2011-03-04,"Diesel","Importer cost",114.955860865945,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","Price excluding tax",125.53923636991,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","GST",19.3076604554865,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","Board price",150.614285714286,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","Adjusted retail price",148.025396825397,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","Importer margin",10.5833755039656,"NZD c/L","Final"
"2011w09",2011-03-04,"Diesel","Importer margin trend",18.6081998887229,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","Importer cost",107.081247049786,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","Price excluding tax",117.72500310559,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","GST",26.8919254658385,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","Board price",208.471428571429,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","Adjusted retail price",206.171428571429,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","Importer margin",10.643756055804,"NZD c/L","Final"
"2011w09",2011-03-04,"Regular Petrol","Importer margin trend",15.9659589422354,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","Importer cost",108.608666998251,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","Price excluding tax",124.508717861848,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","GST",27.9184076792772,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","Board price",215.471428571429,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","Adjusted retail price",214.041125541126,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","Importer margin",15.9000508635969,"NZD c/L","Final"
"2011w09",2011-03-04,"Premium Petrol 95R","Importer margin trend",21.4671234626381,"NZD c/L","Final"
"2011w10",2011-03-11,"NA","Dubai crude price",110,"USD/bbl","Final"
"2011w10",2011-03-11,"NA","Dubai crude price",149,"NZD/bbl","Final"
"2011w10",2011-03-11,"NA","Exchange rate",0.737,"USD/NZD","Final"
"2011w10",2011-03-11,"Diesel","Importer cost",118.458118026022,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","Price excluding tax",132.992652518979,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","GST",20.4256728778468,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","Board price",159.185714285714,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","Adjusted retail price",156.596825396825,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","Importer margin",14.534534492957,"NZD c/L","Final"
"2011w10",2011-03-11,"Diesel","Importer margin trend",18.6649999212252,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","Importer cost",109.670787413407,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","Price excluding tax",123.56351242236,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","GST",27.767701863354,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","Board price",215.185714285714,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","Adjusted retail price",212.885714285714,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","Importer margin",13.8927250089528,"NZD c/L","Final"
"2011w10",2011-03-11,"Regular Petrol","Importer margin trend",15.9823631972956,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","Importer cost",111.21640418113,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","Price excluding tax",130.347227178618,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","GST",28.7941840767928,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","Board price",222.185714285714,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","Adjusted retail price",220.755411255411,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","Importer margin",19.1308229974887,"NZD c/L","Final"
"2011w10",2011-03-11,"Premium Petrol 95R","Importer margin trend",21.4965571890392,"NZD c/L","Final"
"2011w11",2011-03-18,"NA","Dubai crude price",107,"USD/bbl","Final"
"2011w11",2011-03-18,"NA","Dubai crude price",147,"NZD/bbl","Final"
"2011w11",2011-03-18,"NA","Exchange rate",0.73,"USD/NZD","Final"
"2011w11",2011-03-18,"Diesel","Importer cost",121.451758045875,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","Price excluding tax",136.09824258109,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","GST",20.8915113871636,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","Board price",162.757142857143,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","Adjusted retail price",160.168253968254,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","Importer margin",14.6464845352152,"NZD c/L","Final"
"2011w11",2011-03-18,"Diesel","Importer margin trend",18.7217999537276,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","Importer cost",108.222336846024,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","Price excluding tax",124.184630434783,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","GST",27.8608695652174,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","Board price",215.9,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","Adjusted retail price",213.6,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","Importer margin",15.962293588759,"NZD c/L","Final"
"2011w11",2011-03-18,"Regular Petrol","Importer margin trend",15.9987674523557,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","Importer cost",109.785031848344,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","Price excluding tax",130.968345191041,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","GST",28.8873517786561,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","Board price",222.9,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","Adjusted retail price",221.469696969697,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","Importer margin",21.1833133426965,"NZD c/L","Final"
"2011w11",2011-03-18,"Premium Petrol 95R","Importer margin trend",21.5259909154403,"NZD c/L","Final"
"2011w12",2011-03-25,"NA","Dubai crude price",110,"USD/bbl","Final"
"2011w12",2011-03-25,"NA","Dubai crude price",149,"NZD/bbl","Final"
"2011w12",2011-03-25,"NA","Exchange rate",0.74,"USD/NZD","Final"
"2011w12",2011-03-25,"Diesel","Importer cost",121.643838309002,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","Price excluding tax",141.688304692892,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","GST",21.7300207039337,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","Board price",169.185714285714,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","Adjusted retail price",166.596825396825,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","Importer margin",20.0444663838893,"NZD c/L","Final"
"2011w12",2011-03-25,"Diesel","Importer margin trend",18.7943142347282,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","Importer cost",109.5557223593,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","Price excluding tax",126.420655279503,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","GST",28.1962732919255,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","Board price",218.471428571429,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","Adjusted retail price",216.171428571429,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","Importer margin",16.8649329202026,"NZD c/L","Final"
"2011w12",2011-03-25,"Regular Petrol","Importer margin trend",16.0396522287143,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","Importer cost",111.096534625119,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","Price excluding tax",133.204370035761,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","GST",29.2227555053642,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","Board price",225.471428571429,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","Adjusted retail price",224.041125541126,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","Importer margin",22.1078354106421,"NZD c/L","Final"
"2011w12",2011-03-25,"Premium Petrol 95R","Importer margin trend",21.5844457766173,"NZD c/L","Final"
"2011w13",2011-04-01,"NA","Dubai crude price",110,"USD/bbl","Final"
"2011w13",2011-04-01,"NA","Dubai crude price",146,"NZD/bbl","Final"
"2011w13",2011-04-01,"NA","Exchange rate",0.757,"USD/NZD","Final"
"2011w13",2011-04-01,"Diesel","Importer cost",118.982962544368,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","Price excluding tax",141.576321438051,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","GST",21.7132232157077,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","Board price",168.614285714286,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","Adjusted retail price",166.468044653759,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","Importer margin",22.5933588936831,"NZD c/L","Final"
"2011w13",2011-04-01,"Diesel","Importer margin trend",18.8668285157287,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","Importer cost",108.09574824324,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","Price excluding tax",126.893660535117,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","GST",28.2672240802676,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","Board price",218.9,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","Adjusted retail price",216.715384615385,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","Importer margin",18.7979122918769,"NZD c/L","Final"
"2011w13",2011-04-01,"Regular Petrol","Importer margin trend",16.0805370050729,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","Importer cost",109.605877898964,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","Price excluding tax",133.751909452866,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","GST",29.3048864179299,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","Board price",225.9,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","Adjusted retail price",224.670795870796,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","Importer margin",24.1460315539022,"NZD c/L","Final"
"2011w13",2011-04-01,"Premium Petrol 95R","Importer margin trend",21.6429006377942,"NZD c/L","Final"
"2011w14",2011-04-08,"NA","Dubai crude price",115,"USD/bbl","Final"
"2011w14",2011-04-08,"NA","Dubai crude price",149,"NZD/bbl","Final"
"2011w14",2011-04-08,"NA","Exchange rate",0.772,"USD/NZD","Final"
"2011w14",2011-04-08,"Diesel","Importer cost",120.49589088366,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","Price excluding tax",140.598853081701,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","GST",21.5666029622551,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","Board price",166.9,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","Adjusted retail price",165.343956043956,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","Importer margin",20.102962198041,"NZD c/L","Final"
"2011w14",2011-04-08,"Diesel","Importer margin trend",18.9393427967293,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","Importer cost",110.367526048746,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","Price excluding tax",127.027439799331,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","GST",28.2872909698997,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","Board price",218.9,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","Adjusted retail price",216.869230769231,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","Importer margin",16.6599137505846,"NZD c/L","Final"
"2011w14",2011-04-08,"Regular Petrol","Importer margin trend",16.1214217814315,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","Importer cost",111.599662929971,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","Price excluding tax",133.985067599068,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","GST",29.3398601398601,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","Board price",225.9,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","Adjusted retail price",224.938927738928,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","Importer margin",22.3854046690966,"NZD c/L","Final"
"2011w14",2011-04-08,"Premium Petrol 95R","Importer margin trend",21.7013554989711,"NZD c/L","Final"
"2011w15",2011-04-15,"NA","Dubai crude price",116,"USD/bbl","Final"
"2011w15",2011-04-15,"NA","Dubai crude price",148,"NZD/bbl","Final"
"2011w15",2011-04-15,"NA","Exchange rate",0.786,"USD/NZD","Final"
"2011w15",2011-04-15,"Diesel","Importer cost",118.416154451419,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","Price excluding tax",140.598853081701,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","GST",21.5666029622551,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","Board price",166.9,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","Adjusted retail price",165.343956043956,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","Importer margin",22.1826986302819,"NZD c/L","Final"
"2011w15",2011-04-15,"Diesel","Importer margin trend",19.0118570777299,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","Importer cost",109.415358524278,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","Price excluding tax",127.027439799331,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","GST",28.2872909698997,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","Board price",218.9,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","Adjusted retail price",216.869230769231,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","Importer margin",17.6120812750533,"NZD c/L","Final"
"2011w15",2011-04-15,"Regular Petrol","Importer margin trend",16.16230655779,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","Importer cost",110.626296223919,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","Price excluding tax",133.985067599068,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","GST",29.3398601398601,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","Board price",225.9,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","Adjusted retail price",224.938927738928,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","Importer margin",23.3587713751482,"NZD c/L","Final"
"2011w15",2011-04-15,"Premium Petrol 95R","Importer margin trend",21.759810360148,"NZD c/L","Final"
"2011w16",2011-04-22,"NA","Dubai crude price",116,"USD/bbl","Final"
"2011w16",2011-04-22,"NA","Dubai crude price",146,"NZD/bbl","Final"
"2011w16",2011-04-22,"NA","Exchange rate",0.792,"USD/NZD","Final"
"2011w16",2011-04-22,"Diesel","Importer cost",116.259771838588,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","Price excluding tax",138.36282823698,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","GST",21.2311992355471,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","Board price",164.328571428571,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","Adjusted retail price",162.772527472527,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","Importer margin",22.1030563983921,"NZD c/L","Final"
"2011w16",2011-04-22,"Diesel","Importer margin trend",19.0843713587304,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","Importer cost",108.481137702629,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","Price excluding tax",127.027439799331,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","GST",28.2872909698997,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","Board price",218.9,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","Adjusted retail price",216.869230769231,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","Importer margin",18.5463020967021,"NZD c/L","Final"
"2011w16",2011-04-22,"Regular Petrol","Importer margin trend",16.2031913341486,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","Importer cost",109.683023948758,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","Price excluding tax",133.985067599068,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","ETS",2.485,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","GST",29.3398601398601,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","Taxes",59.129,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","Board price",225.9,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","Adjusted retail price",224.938927738928,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","Importer margin",24.3020436503095,"NZD c/L","Final"
"2011w16",2011-04-22,"Premium Petrol 95R","Importer margin trend",21.818265221325,"NZD c/L","Final"
"2011w17",2011-04-29,"NA","Dubai crude price",119,"USD/bbl","Final"
"2011w17",2011-04-29,"NA","Dubai crude price",148,"NZD/bbl","Final"
"2011w17",2011-04-29,"NA","Exchange rate",0.803,"USD/NZD","Final"
"2011w17",2011-04-29,"Diesel","Importer cost",115.44276317607,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","Price excluding tax",137.990157429527,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","ETS",2.8035,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","GST",21.175298614429,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","Board price",163.9,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","Adjusted retail price",162.343956043956,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","Importer margin",22.547394253457,"NZD c/L","Final"
"2011w17",2011-04-29,"Diesel","Importer margin trend",19.156885639731,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","Importer cost",111.783797073194,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","Price excluding tax",127.027439799331,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","ETS",2.4255,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","GST",28.2872909698997,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","Taxes",59.129,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","Board price",218.9,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","Adjusted retail price",216.869230769231,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","Importer margin",15.2436427261375,"NZD c/L","Final"
"2011w17",2011-04-29,"Regular Petrol","Importer margin trend",16.2440761105072,"NZD c/L","Final"
"2011w17",2011-04-29,"Premium Petrol 95R","Importer cost",112.969676620086,"NZD c/L","Final"
